year,realrinc,age,occ10,occrecode,prestg10,childs,wrkstat,gender,educcat,maritalcat
2010,,64,3420,Professional,55,2,Housekeeper,Female,Less Than High School,Divorced
2010,42735,55,6200,Construction/Extraction,49,2,Full-Time,Male,Less Than High School,Married
2010,8417.5,53,5700,Office and Administrative Support,47,3,Part-Time,Female,High School,Divorced
2010,34965,54,120,Business/Finance,53,2,Full-Time,Male,Graduate,Married
2010,,41,,,,0,School,Female,High School,Never Married
2010,9712.5,59,2300,Professional,53,2,Full-Time,Female,Bachelor,Divorced
2010,34965,47,3255,Professional,64,0,Full-Time,Female,Bachelor,Divorced
2010,42735,49,5940,Office and Administrative Support,17,0,Full-Time,Female,Graduate,Divorced
2010,2331,56,3255,Professional,64,0,Retired,Female,Bachelor,Never Married
2010,,35,5700,Office and Administrative Support,47,1,Full-Time,Male,High School,Never Married
2010,5827.5,42,3647,Service,43,1,Other,Female,Less Than High School,Never Married
2010,,35,5000,Office and Administrative Support,46,1,"Unemployed, Laid Off",Female,High School,Never Married
2010,,54,3400,Professional,62,4,Full-Time,Male,Bachelor,Married
2010,28490,42,7240,"Installation, Maintenance, and Repair",34,0,Full-Time,Male,Junior College,Never Married
2010,,52,4510,Service,36,2,Retired,Female,High School,Married
2010,51800,59,2000,Professional,51,0,Full-Time,Female,Graduate,Never Married
2010,,39,9620,Transportation,25,1,Full-Time,Male,High School,Never Married
2010,14245,43,8220,Production,44,4,Full-Time,Female,Bachelor,Married
2010,,59,4850,Sales,45,2,Full-Time,Male,Bachelor,Married
2010,51800,41,3710,Service,66,4,Full-Time,Male,High School,Married
2010,34965,55,1410,Professional,73,4,Full-Time,Male,High School,Married
2010,14245,52,205,Business/Finance,46,0,Full-Time,Female,High School,Divorced
2010,23310,59,230,Business/Finance,59,2,Full-Time,Female,Bachelor,Separated
2010,19425,41,136,Business/Finance,53,2,Full-Time,Female,High School,Married
2010,28490,43,1550,Professional,50,1,Full-Time,Male,Bachelor,Married
2010,62160,47,6100,"Farming, Fishing, and Forestry",36,3,Full-Time,Male,High School,Married
2010,62160,46,6100,"Farming, Fishing, and Forestry",36,1,Full-Time,Male,High School,Divorced
2010,23310,57,6230,Construction/Extraction,44,2,"Unemployed, Laid Off",Male,Less Than High School,Divorced
2010,,61,2100,Professional,69,3,Full-Time,Male,Graduate,Married
2010,,62,5700,Office and Administrative Support,47,2,Retired,Female,High School,Widowed
2010,4662,60,1820,Professional,71,0,Part-Time,Female,Graduate,Never Married
2010,23310,57,565,Business/Finance,47,3,Full-Time,Male,High School,Married
2010,16835,49,3520,Professional,60,0,Full-Time,Male,High School,Married
2010,23310,52,4710,Sales,48,2,Full-Time,Female,High School,Divorced
2010,14245,39,6200,Construction/Extraction,49,0,Full-Time,Male,High School,Divorced
2010,,37,,,,1,Housekeeper,Female,High School,Married
2010,4662,52,3600,Service,48,2,Part-Time,Female,High School,Married
2010,9712.5,43,5700,Office and Administrative Support,47,2,Full-Time,Female,High School,Married
2010,19425,60,8030,Production,40,0,"Unemployed, Laid Off",Male,High School,Never Married
2010,16835,45,4850,Sales,45,1,Full-Time,Male,High School,Separated
2010,,63,50,Business/Finance,53,1,Retired,Female,High School,Married
2010,2849,44,8255,Production,36,1,Full-Time,Male,Less Than High School,Married
2010,51800,43,120,Business/Finance,53,4,Full-Time,Male,Bachelor,Married
2010,34965,60,2200,Professional,74,3,Full-Time,Female,Graduate,Married
2010,,47,4710,Sales,48,4,Housekeeper,Male,Bachelor,Married
2010,,62,1430,Professional,63,1,Retired,Male,Bachelor,Married
2010,14245,49,4220,Service,24,2,Full-Time,Female,High School,Widowed
2010,34965,56,420,Business/Finance,52,1,Full-Time,Male,Graduate,Married
2010,,41,8810,Production,32,0,Full-Time,Male,High School,Never Married
2010,11007.5,52,5700,Office and Administrative Support,47,2,Full-Time,Female,High School,Married
2010,19425,51,800,Business/Finance,60,1,Full-Time,Female,High School,Married
2010,28490,56,5540,Office and Administrative Support,45,5,Full-Time,Female,High School,Married
2010,23310,60,5140,Office and Administrative Support,40,2,Full-Time,Female,Bachelor,Married
2010,42735,57,2200,Professional,74,1,Full-Time,Female,Graduate,Married
2010,28490,58,530,Business/Finance,42,4,Full-Time,Male,High School,Married
2010,5827.5,35,4760,Sales,31,1,Part-Time,Female,High School,Never Married
2010,28490,59,2630,Professional,46,1,Full-Time,Female,Junior College,Divorced
2010,28490,35,3255,Professional,64,2,Full-Time,Female,Junior College,Divorced
2010,28490,39,7700,Production,50,3,Full-Time,Male,High School,Married
2010,19425,55,5000,Office and Administrative Support,46,0,Full-Time,Female,High School,Married
2010,,60,4230,Service,25,3,Housekeeper,Female,Less Than High School,Divorced
2010,,38,3245,Professional,62,2,Housekeeper,Female,Graduate,Married
2010,72520,48,110,Business/Finance,60,0,Full-Time,Female,Bachelor,Divorced
2010,9712.5,40,2310,Professional,61,2,School,Female,Graduate,Married
2010,8417.5,37,5420,Office and Administrative Support,43,1,Full-Time,Female,Junior College,Divorced
2010,16835,64,5400,Office and Administrative Support,38,4,Full-Time,Female,High School,Married
2010,34965,58,1610,Professional,73,1,Full-Time,Male,Graduate,Married
2010,5827.5,41,4050,Service,21,2,Full-Time,Female,High School,Married
2010,28490,50,9120,Transportation,35,4,Housekeeper,Female,High School,Married
2010,34965,47,3255,Professional,64,2,Full-Time,Female,Bachelor,Married
2010,8417.5,50,4720,Sales,28,6,Full-Time,Female,High School,Married
2010,1813,38,6050,"Farming, Fishing, and Forestry",27,2,Full-Time,Female,High School,Married
2010,,59,5000,Office and Administrative Support,46,4,Retired,Female,High School,Married
2010,23310,51,9130,Transportation,35,6,Full-Time,Male,High School,Divorced
2010,,40,4350,Service,33,1,"Unemployed, Laid Off",Female,Graduate,Divorced
2010,,56,6230,Construction/Extraction,44,8,Housekeeper,Male,High School,Divorced
2010,7122.5,56,9620,Transportation,25,6,Full-Time,Male,High School,Separated
2010,7122.5,63,9130,Transportation,35,3,Full-Time,Male,Less Than High School,Married
2010,,57,4700,Sales,38,2,Housekeeper,Female,High School,Married
2010,,51,9810,Armed Forces,63,1,Retired,Male,High School,Married
2010,,46,4050,Service,21,0,Other,Female,High School,Never Married
2010,34965,42,7020,"Installation, Maintenance, and Repair",38,3,Full-Time,Male,High School,Married
2010,,61,5610,Office and Administrative Support,35,2,Retired,Male,High School,Married
2010,14245,37,9830,Armed Forces,62,0,Full-Time,Male,High School,Never Married
2010,12302.5,50,3730,Service,38,2,Full-Time,Female,High School,Divorced
2010,23310,47,1550,Professional,50,0,Full-Time,Female,Bachelor,Divorced
2010,14245,48,5800,Office and Administrative Support,47,3,"Unemployed, Laid Off",Female,Bachelor,Divorced
2010,3885,52,4250,Service,37,1,Part-Time,Male,High School,Married
2010,,54,150,Business/Finance,52,3,Full-Time,Female,High School,Widowed
2010,11007.5,39,4050,Service,21,4,Housekeeper,Female,High School,Divorced
2010,23310,46,6220,Construction/Extraction,39,5,School,Male,Less Than High School,Married
2010,8417.5,42,2010,Professional,54,1,Full-Time,Female,High School,Married
2010,5827.5,58,205,Business/Finance,46,1,Retired,Male,Bachelor,Married
2010,42735,51,350,Business/Finance,64,3,Full-Time,Female,Junior College,Married
2010,11007.5,50,5000,Office and Administrative Support,46,2,Full-Time,Female,Junior College,Married
2010,,50,4720,Sales,28,3,Housekeeper,Female,High School,Married
2010,3367,37,4760,Sales,31,4,Full-Time,Female,Less Than High School,Married
2010,,61,4230,Service,25,7,Retired,Female,Less Than High School,Widowed
2010,3367,37,9130,Transportation,35,2,Part-Time,Female,High School,Married
2010,,54,5620,Office and Administrative Support,25,2,Housekeeper,Female,High School,Married
2010,,45,,,,1,Other,Male,Less Than High School,Married
2010,34965,61,3800,Service,40,4,Full-Time,Male,High School,Married
2010,,50,9620,Transportation,25,5,Other,Male,High School,Divorced
2010,,35,1600,Professional,59,2,Housekeeper,Female,Bachelor,Married
2010,,50,6440,Construction/Extraction,43,0,Other,Male,High School,Divorced
2010,11007.5,41,9620,Transportation,25,3,Full-Time,Male,Less Than High School,Married
2010,,57,4710,Sales,48,1,Housekeeper,Female,High School,Married
2010,,60,205,Business/Finance,46,2,Full-Time,Male,High School,Married
2010,16835,39,5610,Office and Administrative Support,35,0,Full-Time,Male,High School,Married
2010,,43,3050,Professional,66,2,Full-Time,Male,High School,Married
2010,42735,46,230,Business/Finance,59,2,Full-Time,Male,Bachelor,Separated
2010,51800,57,10,Business/Finance,72,1,Full-Time,Male,Graduate,Married
2010,34965,62,1006,Professional,65,1,Full-Time,Female,Bachelor,Married
2010,23310,41,2310,Professional,61,0,Full-Time,Female,Bachelor,Never Married
2010,16835,57,8740,Production,39,0,Full-Time,Female,High School,Married
2010,34965,38,6440,Construction/Extraction,43,3,Full-Time,Male,High School,Married
2010,2331,60,8000,Production,28,0,Full-Time,Male,High School,Married
2010,,35,20,Business/Finance,50,1,School,Female,High School,Divorced
2010,8417.5,42,2330,Professional,61,2,Full-Time,Male,Junior College,Married
2010,,37,8000,Production,28,2,Full-Time,Male,High School,Married
2010,,62,9130,Transportation,35,5,Full-Time,Male,High School,Married
2010,,52,8100,Production,36,2,Other,Male,High School,Separated
2010,42735,58,2310,Professional,61,1,Full-Time,Female,Graduate,Married
2010,,49,6320,Construction/Extraction,42,3,Other,Male,Less Than High School,Married
2010,,47,4220,Service,24,6,"Unemployed, Laid Off",Female,Less Than High School,Never Married
2010,16835,42,9130,Transportation,35,3,Full-Time,Male,High School,Married
2010,,45,8800,Production,24,2,Other,Female,High School,Divorced
2010,,61,4510,Service,36,2,Part-Time,Female,Less Than High School,Married
2010,11007.5,57,7750,Production,35,1,"Unemployed, Laid Off",Male,High School,Divorced
2010,23310,36,4700,Sales,38,3,Housekeeper,Male,High School,Married
2010,,45,5240,Office and Administrative Support,31,3,Full-Time,Female,High School,Married
2010,,42,310,Business/Finance,39,2,Full-Time,Female,High School,Married
2010,14245,35,2010,Professional,54,2,Full-Time,Female,High School,Divorced
2010,14245,37,7200,"Installation, Maintenance, and Repair",45,0,"Unemployed, Laid Off",Male,High School,Married
2010,,61,4220,Service,24,2,Retired,Male,Junior College,Married
2010,14245,52,7200,"Installation, Maintenance, and Repair",45,1,Full-Time,Male,High School,Married
2010,11007.5,62,6320,Construction/Extraction,42,4,Part-Time,Male,Junior College,Married
2010,23310,38,8710,Production,28,2,Full-Time,Male,High School,Married
2010,12302.5,60,9620,Transportation,25,3,Full-Time,Male,High School,Married
2010,2849,45,8320,Production,32,0,Full-Time,Male,Less Than High School,Never Married
2010,34965,57,430,Business/Finance,39,3,"Unemployed, Laid Off",Male,High School,Married
2010,,62,6320,Construction/Extraction,42,3,Retired,Male,Less Than High School,Married
2010,11007.5,40,3600,Service,48,0,Full-Time,Female,High School,Married
2010,,62,5550,Office and Administrative Support,45,3,Retired,Male,Bachelor,Widowed
2010,34965,40,3710,Service,66,2,Full-Time,Female,Junior College,Divorced
2010,1813,36,2300,Professional,53,2,Part-Time,Female,High School,Married
2010,,61,6355,Construction/Extraction,49,2,Retired,Male,High School,Married
2010,28490,42,7020,"Installation, Maintenance, and Repair",38,0,Full-Time,Male,Bachelor,Married
2010,,54,2200,Professional,74,0,School,Male,High School,Divorced
2010,23310,45,4760,Sales,31,1,Full-Time,Female,High School,Married
2010,23310,39,7040,"Installation, Maintenance, and Repair",40,2,Full-Time,Male,High School,Divorced
2010,,64,4110,Service,31,2,Housekeeper,Female,High School,Married
2010,,38,2540,Professional,48,2,Housekeeper,Female,High School,Married
2010,16835,54,4020,Service,33,1,Full-Time,Male,Less Than High School,Married
2010,14245,37,1310,Professional,44,3,Full-Time,Male,High School,Married
2010,23310,53,9000,Transportation,45,2,Full-Time,Female,High School,Married
2010,72520,46,20,Business/Finance,50,3,Full-Time,Male,Bachelor,Married
2010,1036,48,310,Business/Finance,39,4,Housekeeper,Female,High School,Separated
2010,34965,54,4800,Sales,38,3,Full-Time,Female,High School,Married
2010,28490,50,5240,Office and Administrative Support,31,1,Full-Time,Female,High School,Married
2010,28490,39,100,Business/Finance,59,0,Full-Time,Female,Graduate,Married
2010,23310,46,2310,Professional,61,1,Full-Time,Female,Graduate,Married
2010,11007.5,60,4760,Sales,31,3,Full-Time,Female,High School,Divorced
2010,,55,6130,"Farming, Fishing, and Forestry",29,1,Retired,Male,Less Than High School,Never Married
2010,,35,,,,4,Housekeeper,Female,High School,Never Married
2010,2849,48,8300,Production,26,0,Part-Time,Female,High School,Never Married
2010,,62,7855,Production,34,3,Housekeeper,Female,Less Than High School,Divorced
2010,12302.5,57,5110,Office and Administrative Support,40,3,Full-Time,Female,Bachelor,Married
2010,,54,,,,2,Housekeeper,Female,Less Than High School,Never Married
2010,,63,5700,Office and Administrative Support,47,2,Retired,Female,Less Than High School,Married
2010,16835,55,3500,Professional,69,4,Other,Female,Less Than High School,Widowed
2010,34965,41,4810,Sales,47,2,Full-Time,Male,High School,Married
2010,11007.5,58,810,Business/Finance,55,2,Full-Time,Female,High School,Married
2010,23310,49,6440,Construction/Extraction,43,2,Full-Time,Male,High School,Married
2010,,55,850,Business/Finance,63,2,Retired,Male,Bachelor,Divorced
2010,,56,4250,Service,37,0,Part-Time,Female,Bachelor,Divorced
2010,11007.5,58,5700,Office and Administrative Support,47,2,Full-Time,Female,High School,Widowed
2010,,63,2320,Professional,64,3,Retired,Female,Graduate,Married
2010,,63,8965,Production,35,3,Retired,Male,High School,Divorced
2010,,46,4810,Sales,47,1,Full-Time,Male,Bachelor,Married
2010,,55,8620,Production,39,1,"Unemployed, Laid Off",Male,High School,Never Married
2010,7122.5,59,4600,Service,35,0,Housekeeper,Female,High School,Divorced
2010,,59,3600,Service,48,1,Housekeeper,Female,Bachelor,Married
2010,8417.5,47,4050,Service,21,2,Full-Time,Female,High School,Divorced
2010,8417.5,59,3600,Service,48,3,Full-Time,Female,Less Than High School,Never Married
2010,,36,5165,Office and Administrative Support,37,0,Full-Time,Female,High School,Married
2010,11007.5,58,9120,Transportation,35,4,Full-Time,Female,High School,Separated
2010,5827.5,50,9130,Transportation,35,3,Full-Time,Male,High School,Married
2010,8417.5,55,7160,"Installation, Maintenance, and Repair",26,3,Full-Time,Male,High School,Married
2010,,51,8460,Production,33,5,Other,Male,Less Than High School,Divorced
2010,12302.5,53,9130,Transportation,35,2,Full-Time,Female,Graduate,Divorced
2010,4662,43,8350,Production,42,2,Part-Time,Female,Junior College,Divorced
2010,12302.5,45,5700,Office and Administrative Support,47,0,Full-Time,Female,Junior College,Never Married
2010,1813,38,2100,Professional,69,2,Part-Time,Female,Junior College,Married
2010,5827.5,53,9620,Transportation,25,3,Part-Time,Male,Less Than High School,Never Married
2010,,54,3600,Service,48,5,Full-Time,Female,High School,Never Married
2010,5827.5,53,9130,Transportation,35,3,Full-Time,Male,High School,Married
2010,,53,7750,Production,35,2,Other,Female,High School,Widowed
2010,8417.5,41,7120,"Installation, Maintenance, and Repair",36,0,Temporarily Not Working,Male,High School,Married
2010,28490,59,2430,Professional,55,0,Full-Time,Female,Graduate,Never Married
2010,,35,6230,Construction/Extraction,44,5,"Unemployed, Laid Off",Male,High School,Never Married
2010,,44,4610,Service,48,4,Part-Time,Female,Junior College,Married
2010,,51,6420,Construction/Extraction,35,8,"Unemployed, Laid Off",Male,Junior College,Married
2010,,62,4220,Service,24,8,Housekeeper,Male,Less Than High School,Divorced
2010,,59,4020,Service,33,1,Retired,Female,High School,Never Married
2010,,53,110,Business/Finance,60,3,Full-Time,Female,Junior College,Divorced
2010,,39,3600,Service,48,1,Housekeeper,Female,Less Than High School,Never Married
2010,5827.5,61,4130,Service,16,2,Full-Time,Female,High School,Divorced
2010,,38,205,Business/Finance,46,5,Housekeeper,Female,Less Than High School,Never Married
2010,19425,52,6230,Construction/Extraction,44,3,Full-Time,Male,Less Than High School,Married
2010,16835,59,4750,Sales,30,2,Full-Time,Male,High School,Married
2010,,40,9130,Transportation,35,0,Full-Time,Male,High School,Never Married
2010,2849,45,410,Business/Finance,41,0,Full-Time,Male,Bachelor,Divorced
2010,,48,3910,Service,50,0,Full-Time,Male,Graduate,Divorced
2010,9712.5,62,9130,Transportation,35,8,Full-Time,Male,Less Than High School,Separated
2010,2849,35,4760,Sales,31,2,Other,Female,High School,Separated
2010,,52,6260,Construction/Extraction,28,2,Temporarily Not Working,Male,High School,Divorced
